State,Abbreviation,FIPS,Year,Annual Change (%),HPI,HPI with 1990 base,HPI with 2000 base
Alabama,AL,1,1975,,100,49.75,36.11
Alabama,AL,1,1976,6.68,106.68,53.07,38.52
Alabama,AL,1,1977,10.04,117.39,58.4,42.39
Alabama,AL,1,1978,8.32,127.17,63.26,45.92
Alabama,AL,1,1979,10.7,140.77,70.03,50.83
Alabama,AL,1,1980,4.8,147.52,73.39,53.27
Alabama,AL,1,1981,4.39,153.99,76.61,55.6
Alabama,AL,1,1982,-0.12,153.8,76.52,55.53
Alabama,AL,1,1983,5.04,161.56,80.37,58.33
Alabama,AL,1,1984,5.31,170.13,84.64,61.43
Alabama,AL,1,1985,2.73,174.78,86.95,63.11
Alabama,AL,1,1986,4.73,183.05,91.06,66.09
Alabama,AL,1,1987,3.62,189.67,94.36,68.48
Alabama,AL,1,1988,2.47,194.35,96.69,70.18
Alabama,AL,1,1989,1.68,197.63,98.32,71.36
Alabama,AL,1,1990,1.71,201.01,100,72.58
Alabama,AL,1,1991,2.39,205.81,102.39,74.31
Alabama,AL,1,1992,2.78,211.54,105.24,76.38
Alabama,AL,1,1993,3.32,218.56,108.73,78.92
Alabama,AL,1,1994,3.35,225.89,112.38,81.56
Alabama,AL,1,1995,4.19,235.37,117.09,84.98
Alabama,AL,1,1996,3.33,243.2,120.99,87.81
Alabama,AL,1,1997,3.75,252.31,125.52,91.1
Alabama,AL,1,1998,3.8,261.89,130.29,94.56
Alabama,AL,1,1999,2.5,268.45,133.55,96.93
Alabama,AL,1,2000,3.17,276.96,137.78,100
Alabama,AL,1,2001,4.21,288.61,143.58,104.21
Alabama,AL,1,2002,2.17,294.88,146.7,106.47
Alabama,AL,1,2003,2.32,301.72,150.1,108.94
Alabama,AL,1,2004,3.26,311.55,155,112.49
Alabama,AL,1,2005,6.65,332.28,165.31,119.98
Alabama,AL,1,2006,7.75,358.03,178.12,129.27
Alabama,AL,1,2007,4.1,372.71,185.42,134.57
Alabama,AL,1,2008,0.83,375.81,186.96,135.69
Alabama,AL,1,2009,-2.26,367.3,182.73,132.62
Alabama,AL,1,2010,-4.29,351.54,174.89,126.93
Alabama,AL,1,2011,-3.38,339.65,168.97,122.63
Alabama,AL,1,2012,-1.48,334.6,166.46,120.81
Alabama,AL,1,2013,-0.57,332.68,165.51,120.12
Alabama,AL,1,2014,1.39,337.31,167.81,121.79
Alabama,AL,1,2015,2.27,344.96,171.62,124.55
Alabama,AL,1,2016,2.67,354.16,176.19,127.88
Alabama,AL,1,2017,3.13,365.24,181.71,131.88
Alabama,AL,1,2018,4.45,381.48,189.78,137.74
Alabama,AL,1,2019,4.49,398.62,198.31,143.93
Alabama,AL,1,2020,3.98,414.49,206.21,149.66
Alabama,AL,1,2021,10.35,457.4,227.55,165.15
Alabama,AL,1,2022,15.55,528.53,262.94,190.83
Alaska,AK,2,1975,,100,57.41,38.07
Alaska,AK,2,1976,9.12,109.12,62.65,41.54
Alaska,AK,2,1977,8.57,118.46,68.01,45.1
Alaska,AK,2,1978,10.03,130.35,74.83,49.63
Alaska,AK,2,1979,11.12,144.84,83.16,55.15
Alaska,AK,2,1980,-5.71,136.57,78.41,52
Alaska,AK,2,1981,21.22,165.55,95.05,63.03
Alaska,AK,2,1982,24.95,206.85,118.76,78.76
Alaska,AK,2,1983,5.9,219.06,125.77,83.4
Alaska,AK,2,1984,7,234.39,134.57,89.24
Alaska,AK,2,1985,-5.45,221.62,127.24,84.38
Alaska,AK,2,1986,-3.75,213.3,122.46,81.21
Alaska,AK,2,1987,-15.36,180.53,103.65,68.74
Alaska,AK,2,1988,6.32,191.94,110.2,73.08
Alaska,AK,2,1989,-10.09,172.58,99.08,65.71
Alaska,AK,2,1990,0.93,174.18,100,66.32
Alaska,AK,2,1991,12.93,196.69,112.93,74.89
Alaska,AK,2,1992,3.75,204.06,117.16,77.69
Alaska,AK,2,1993,1.52,207.17,118.94,78.88
Alaska,AK,2,1994,4.11,215.68,123.83,82.12
Alaska,AK,2,1995,4.81,226.05,129.78,86.07
Alaska,AK,2,1996,3.96,234.99,134.92,89.47
Alaska,AK,2,1997,2.92,241.86,138.86,92.08
Alaska,AK,2,1998,2.52,247.94,142.35,94.4
Alaska,AK,2,1999,3.69,257.1,147.61,97.89
Alaska,AK,2,2000,2.16,262.65,150.79,100
Alaska,AK,2,2001,5.06,275.95,158.43,105.06
Alaska,AK,2,2002,4.57,288.56,165.67,109.86
Alaska,AK,2,2003,3.33,298.15,171.18,113.52
Alaska,AK,2,2004,10.16,328.44,188.57,125.05
Alaska,AK,2,2005,12.62,369.9,212.37,140.83
Alaska,AK,2,2006,9.97,406.79,233.55,154.88
Alaska,AK,2,2007,3.33,420.33,241.32,160.04
Alaska,AK,2,2008,-0.26,419.23,240.69,159.61
Alaska,AK,2,2009,-1.24,414.03,237.7,157.63
Alaska,AK,2,2010,-0.44,412.19,236.65,156.93
Alaska,AK,2,2011,0.5,414.24,237.82,157.71
Alaska,AK,2,2012,0.19,415.01,238.27,158.01
Alaska,AK,2,2013,2.64,425.95,244.55,162.17
Alaska,AK,2,2014,2.49,436.57,250.65,166.22
Alaska,AK,2,2015,3.18,450.47,258.63,171.51
Alaska,AK,2,2016,1.86,458.83,263.42,174.69
Alaska,AK,2,2017,1.32,464.88,266.9,177
Alaska,AK,2,2018,1.4,471.38,270.63,179.47
Alaska,AK,2,2019,2.16,481.54,276.46,183.34
Alaska,AK,2,2020,2.35,492.85,282.96,187.65
Alaska,AK,2,2021,6.67,525.71,301.82,200.16
Alaska,AK,2,2022,12,588.78,338.03,224.17
Arizona,AZ,4,1975,,100,44.12,29.41
Arizona,AZ,4,1976,4.09,104.09,45.93,30.61
Arizona,AZ,4,1977,8.01,112.43,49.61,33.06
Arizona,AZ,4,1978,15.24,129.56,57.16,38.1
Arizona,AZ,4,1979,22.18,158.3,69.84,46.55
Arizona,AZ,4,1980,11.65,176.74,77.98,51.98
Arizona,AZ,4,1981,8.05,190.96,84.25,56.16
Arizona,AZ,4,1982,-4.74,181.91,80.26,53.5
Arizona,AZ,4,1983,10.25,200.55,88.48,58.98
Arizona,AZ,4,1984,4.38,209.34,92.36,61.56
Arizona,AZ,4,1985,3.44,216.55,95.54,63.68
Arizona,AZ,4,1986,5.45,228.36,100.76,67.16
Arizona,AZ,4,1987,1.04,230.75,101.81,67.86
Arizona,AZ,4,1988,-0.9,228.66,100.89,67.25
Arizona,AZ,4,1989,-0.52,227.47,100.36,66.9
Arizona,AZ,4,1990,-0.36,226.65,100,66.65
Arizona,AZ,4,1991,2.17,231.56,102.17,68.1
Arizona,AZ,4,1992,2.22,236.7,104.44,69.61
Arizona,AZ,4,1993,2.02,241.49,106.55,71.02
Arizona,AZ,4,1994,4.66,252.75,111.52,74.33
Arizona,AZ,4,1995,6.63,269.5,118.91,79.26
Arizona,AZ,4,1996,4.14,280.65,123.83,82.54
Arizona,AZ,4,1997,4.18,292.39,129,85.99
Arizona,AZ,4,1998,4.51,305.57,134.82,89.86
Arizona,AZ,4,1999,4.1,318.09,140.34,93.55
Arizona,AZ,4,2000,6.9,340.04,150.03,100
Arizona,AZ,4,2001,6.17,361.02,159.29,106.17
Arizona,AZ,4,2002,5.11,379.46,167.42,111.59
Arizona,AZ,4,2003,4.08,394.96,174.26,116.15
Arizona,AZ,4,2004,11.48,440.31,194.27,129.49
Arizona,AZ,4,2005,30.1,572.83,252.74,168.46
Arizona,AZ,4,2006,17.76,674.53,297.61,198.37
Arizona,AZ,4,2007,-0.6,670.48,295.82,197.18
Arizona,AZ,4,2008,-12.04,589.77,260.21,173.44
Arizona,AZ,4,2009,-18.5,480.64,212.06,141.35
Arizona,AZ,4,2010,-13.06,417.85,184.36,122.88
Arizona,AZ,4,2011,-10.15,375.46,165.66,110.42
Arizona,AZ,4,2012,4.32,391.66,172.8,115.18
Arizona,AZ,4,2013,11.79,437.82,193.17,128.76
Arizona,AZ,4,2014,10.08,481.97,212.65,141.74
Arizona,AZ,4,2015,5.59,508.89,224.53,149.66
Arizona,AZ,4,2016,7.08,544.91,240.42,160.25
Arizona,AZ,4,2017,7.4,585.21,258.2,172.1
Arizona,AZ,4,2018,7.72,630.4,278.14,185.39
Arizona,AZ,4,2019,6.93,674.06,297.4,198.23
Arizona,AZ,4,2020,6.75,719.59,317.49,211.62
Arizona,AZ,4,2021,18.3,851.27,375.59,250.35
Arizona,AZ,4,2022,20.38,1024.78,452.15,301.38
Arkansas,AR,5,1975,,100,49.62,36.09
Arkansas,AR,5,1976,9.87,109.87,54.52,39.65
Arkansas,AR,5,1977,11.31,122.3,60.68,44.14
Arkansas,AR,5,1978,8.6,132.82,65.9,47.94
Arkansas,AR,5,1979,14.96,152.68,75.76,55.11
Arkansas,AR,5,1980,7.21,163.68,81.22,59.08
Arkansas,AR,5,1981,4.58,171.17,84.93,61.78
Arkansas,AR,5,1982,0.02,171.2,84.95,61.79
Arkansas,AR,5,1983,8.45,185.68,92.13,67.01
Arkansas,AR,5,1984,2.77,190.82,94.68,68.87
Arkansas,AR,5,1985,1.46,193.61,96.07,69.88
Arkansas,AR,5,1986,3.3,200.01,99.24,72.19
Arkansas,AR,5,1987,0.66,201.32,99.89,72.66
Arkansas,AR,5,1988,-0.97,199.38,98.93,71.96
Arkansas,AR,5,1989,0.18,199.74,99.11,72.09
Arkansas,AR,5,1990,0.9,201.54,100,72.74
Arkansas,AR,5,1991,1.89,205.35,101.89,74.11
Arkansas,AR,5,1992,2.49,210.46,104.43,75.96
Arkansas,AR,5,1993,3.96,218.79,108.56,78.97
Arkansas,AR,5,1994,4.99,229.71,113.98,82.91
Arkansas,AR,5,1995,5.34,241.98,120.07,87.33
Arkansas,AR,5,1996,2.89,248.97,123.54,89.86
Arkansas,AR,5,1997,2.76,255.84,126.95,92.34
Arkansas,AR,5,1998,2.99,263.5,130.75,95.1
Arkansas,AR,5,1999,2.2,269.31,133.63,97.2
Arkansas,AR,5,2000,2.88,277.07,137.48,100
Arkansas,AR,5,2001,4.61,289.85,143.82,104.61
Arkansas,AR,5,2002,2.69,297.66,147.69,107.43
Arkansas,AR,5,2003,2.65,305.54,151.61,110.28
Arkansas,AR,5,2004,5.51,322.38,159.96,116.35
Arkansas,AR,5,2005,7.07,345.17,171.27,124.58
Arkansas,AR,5,2006,5.86,365.39,181.3,131.88
Arkansas,AR,5,2007,2.43,374.28,185.71,135.09
Arkansas,AR,5,2008,-0.43,372.67,184.91,134.5
Arkansas,AR,5,2009,-1.97,365.33,181.27,131.85
Arkansas,AR,5,2010,-2.83,355,176.15,128.13
Arkansas,AR,5,2011,-1.67,349.05,173.2,125.98
Arkansas,AR,5,2012,-0.1,348.72,173.03,125.86
Arkansas,AR,5,2013,1.2,352.89,175.1,127.36
Arkansas,AR,5,2014,1.49,358.16,177.71,129.27
Arkansas,AR,5,2015,2.29,366.35,181.78,132.22
Arkansas,AR,5,2016,2.44,375.29,186.22,135.45
Arkansas,AR,5,2017,3.52,388.52,192.78,140.22
Arkansas,AR,5,2018,4.17,404.7,200.81,146.07
Arkansas,AR,5,2019,3.3,418.04,207.43,150.88
Arkansas,AR,5,2020,2.73,429.45,213.09,155
Arkansas,AR,5,2021,10.77,475.68,236.03,171.68
Arkansas,AR,5,2022,15.82,550.95,273.37,198.85
California,CA,6,1975,,100,21.38,18.02
California,CA,6,1976,14.18,114.18,24.41,20.58
California,CA,6,1977,21.56,138.8,29.68,25.01
California,CA,6,1978,17.52,163.12,34.88,29.4
California,CA,6,1979,15.92,189.09,40.43,34.08
California,CA,6,1980,15.95,219.25,46.88,39.51
California,CA,6,1981,10.12,241.44,51.62,43.51
California,CA,6,1982,-3.08,234.01,50.03,42.17
California,CA,6,1983,5.78,247.53,52.93,44.61
California,CA,6,1984,2.95,254.83,54.49,45.92
California,CA,6,1985,5.46,268.74,57.46,48.43
California,CA,6,1986,6.05,285.01,60.94,51.36
California,CA,6,1987,8.36,308.83,66.03,55.65
California,CA,6,1988,16.41,359.5,76.86,64.78
California,CA,6,1989,22.1,438.95,93.85,79.1
California,CA,6,1990,6.55,467.7,100,84.28
California,CA,6,1991,-0.38,465.93,99.62,83.96
California,CA,6,1992,-1.64,458.31,97.99,82.59
California,CA,6,1993,-5.05,435.17,93.05,78.42
California,CA,6,1994,-3.09,421.73,90.17,76
California,CA,6,1995,-2.52,411.09,87.9,74.08
California,CA,6,1996,-0.08,410.75,87.82,74.02
California,CA,6,1997,2.76,422.09,90.25,76.06
California,CA,6,1998,8.11,456.32,97.57,82.23
California,CA,6,1999,6.77,487.22,104.17,87.8
California,CA,6,2000,13.89,554.91,118.65,100
California,CA,6,2001,11.78,620.3,132.63,111.78
California,CA,6,2002,10.45,685.15,146.49,123.47
California,CA,6,2003,9.55,750.59,160.49,135.26
California,CA,6,2004,19.45,896.57,191.7,161.57
California,CA,6,2005,24.74,1118.42,239.13,201.55
California,CA,6,2006,10.36,1234.32,263.91,222.44
California,CA,6,2007,-3.93,1185.77,253.53,213.69
California,CA,6,2008,-19.33,956.6,204.53,172.39
California,CA,6,2009,-15.04,812.77,173.78,146.47
California,CA,6,2010,-3.18,786.89,168.25,141.81
California,CA,6,2011,-5.65,742.41,158.74,133.79
California,CA,6,2012,-0.1,741.63,158.57,133.65
California,CA,6,2013,10.4,818.75,175.06,147.55
California,CA,6,2014,13.79,931.64,199.2,167.89
California,CA,6,2015,5.8,985.67,210.75,177.63
California,CA,6,2016,7.83,1062.85,227.25,191.54
California,CA,6,2017,6.42,1131.14,241.85,203.84
California,CA,6,2018,6.41,1203.68,257.36,216.91
California,CA,6,2019,3.36,1244.06,266,224.19
California,CA,6,2020,2.49,1275.05,272.62,229.78
California,CA,6,2021,12.58,1435.39,306.91,258.67
California,CA,6,2022,15.66,1660.19,354.97,299.18
Colorado,CO,8,1975,,100,43.18,21.62
Colorado,CO,8,1976,8.72,108.72,46.95,23.51
Colorado,CO,8,1977,13.81,123.73,53.43,26.75
Colorado,CO,8,1978,17.6,145.51,62.83,31.46
Colorado,CO,8,1979,17,170.25,73.51,36.81
Colorado,CO,8,1980,9.31,186.1,80.36,40.24
Colorado,CO,8,1981,7.02,199.16,85.99,43.06
Colorado,CO,8,1982,11.83,222.71,96.17,48.15
Colorado,CO,8,1983,1.97,227.11,98.06,49.1
Colorado,CO,8,1984,0.18,227.51,98.24,49.19
Colorado,CO,8,1985,0.33,228.26,98.56,49.35
Colorado,CO,8,1986,1.56,231.82,100.1,50.12
Colorado,CO,8,1987,-1.06,229.36,99.04,49.59
Colorado,CO,8,1988,-2.2,224.33,96.86,48.5
Colorado,CO,8,1989,0.9,226.34,97.73,48.94
Colorado,CO,8,1990,2.32,231.59,100,50.07
Colorado,CO,8,1991,3.34,239.34,103.34,51.75
Colorado,CO,8,1992,5.67,252.9,109.2,54.68
Colorado,CO,8,1993,8.57,274.59,118.56,59.37
Colorado,CO,8,1994,9.93,301.85,130.34,65.27
Colorado,CO,8,1995,9.05,329.16,142.13,71.17
Colorado,CO,8,1996,4.77,344.85,148.9,74.56
Colorado,CO,8,1997,5.38,363.42,156.92,78.58
Colorado,CO,8,1998,4.79,380.84,164.44,82.34
Colorado,CO,8,1999,7.41,409.04,176.62,88.44
Colorado,CO,8,2000,13.07,462.5,199.7,100
Colorado,CO,8,2001,8.16,500.23,216,108.16
Colorado,CO,8,2002,4.23,521.39,225.13,112.73
Colorado,CO,8,2003,0.91,526.14,227.18,113.76
Colorado,CO,8,2004,2.98,541.85,233.96,117.16
Colorado,CO,8,2005,4.95,568.68,245.55,122.96
Colorado,CO,8,2006,3.38,587.88,253.84,127.11
Colorado,CO,8,2007,0.8,592.6,255.88,128.13
Colorado,CO,8,2008,-1.09,586.14,253.09,126.73
Colorado,CO,8,2009,-1.61,576.68,249.01,124.69
Colorado,CO,8,2010,-4.08,553.15,238.85,119.6
Colorado,CO,8,2011,-3.12,535.87,231.39,115.87
Colorado,CO,8,2012,0.76,539.95,233.14,116.75
Colorado,CO,8,2013,5.32,568.67,245.55,122.96
Colorado,CO,8,2014,9.11,620.49,267.92,134.16
Colorado,CO,8,2015,9.45,679.16,293.25,146.85
Colorado,CO,8,2016,10.33,749.32,323.55,162.02
Colorado,CO,8,2017,8.69,814.45,351.67,176.1
Colorado,CO,8,2018,8.18,881.04,380.42,190.5
Colorado,CO,8,2019,4.76,922.98,398.53,199.56
Colorado,CO,8,2020,2.88,949.56,410.01,205.31
Colorado,CO,8,2021,12.79,1071.01,462.45,231.57
Colorado,CO,8,2022,16.21,1244.62,537.42,269.11
Connecticut,CT,9,1975,,100,25.86,24.12
Connecticut,CT,9,1976,6.23,106.23,27.47,25.62
Connecticut,CT,9,1977,5.21,111.76,28.91,26.96
Connecticut,CT,9,1978,17.54,131.37,33.98,31.69
Connecticut,CT,9,1979,19.38,156.82,40.56,37.83
Connecticut,CT,9,1980,6.64,167.24,43.25,40.34
Connecticut,CT,9,1981,8.07,180.75,46.75,43.6
Connecticut,CT,9,1982,3.76,187.54,48.51,45.24
Connecticut,CT,9,1983,7.46,201.53,52.12,48.61
Connecticut,CT,9,1984,12.75,227.21,58.77,54.8
Connecticut,CT,9,1985,13.43,257.73,66.66,62.17
Connecticut,CT,9,1986,18.2,304.65,78.79,73.48
Connecticut,CT,9,1987,21.17,369.13,95.47,89.04
Connecticut,CT,9,1988,11.47,411.47,106.42,99.25
Connecticut,CT,9,1989,-1.14,406.77,105.21,98.12
Connecticut,CT,9,1990,-4.95,386.64,100,93.26
Connecticut,CT,9,1991,-5.56,365.16,94.44,88.08
Connecticut,CT,9,1992,-1.65,359.14,92.89,86.63
Connecticut,CT,9,1993,-2.79,349.11,90.29,84.21
Connecticut,CT,9,1994,-2.03,342.02,88.46,82.5
Connecticut,CT,9,1995,-0.76,339.42,87.79,81.87
Connecticut,CT,9,1996,1.14,343.28,88.78,82.8
Connecticut,CT,9,1997,1.1,347.06,89.76,83.71
Connecticut,CT,9,1998,4.26,361.84,93.58,87.28
Connecticut,CT,9,1999,4.87,379.47,98.15,91.53
Connecticut,CT,9,2000,9.25,414.58,107.23,100
Connecticut,CT,9,2001,7.77,446.8,115.56,107.77
Connecticut,CT,9,2002,8.47,484.63,125.34,116.89
Connecticut,CT,9,2003,6.15,514.42,133.05,124.08
Connecticut,CT,9,2004,11.07,571.38,147.78,137.82
Connecticut,CT,9,2005,12.38,642.1,166.07,154.88
Connecticut,CT,9,2006,5.81,679.42,175.72,163.88
Connecticut,CT,9,2007,0.1,680.1,175.9,164.04
Connecticut,CT,9,2008,-3.59,655.68,169.58,158.15
Connecticut,CT,9,2009,-7.14,608.89,157.48,146.87
Connecticut,CT,9,2010,-4.02,584.43,151.15,140.97
Connecticut,CT,9,2011,-3.57,563.55,145.75,135.93
Connecticut,CT,9,2012,-2.95,546.92,141.45,131.92
Connecticut,CT,9,2013,-0.76,542.78,140.38,130.92
Connecticut,CT,9,2014,-0.01,542.73,140.37,130.91
Connecticut,CT,9,2015,1.37,550.19,142.3,132.71
Connecticut,CT,9,2016,0.12,550.83,142.47,132.86
Connecticut,CT,9,2017,1.17,557.3,144.14,134.43
Connecticut,CT,9,2018,1.61,566.3,146.46,136.59
Connecticut,CT,9,2019,2.19,578.71,149.67,139.59
Connecticut,CT,9,2020,3.03,596.22,154.2,143.81
Connecticut,CT,9,2021,11.76,666.34,172.34,160.73
Connecticut,CT,9,2022,13.51,756.36,195.62,182.44
Delaware,DE,10,1975,,100,35.62,30.52
Delaware,DE,10,1976,4.46,104.46,37.21,31.88
Delaware,DE,10,1977,-2.99,101.33,36.1,30.93
Delaware,DE,10,1978,7.21,108.64,38.7,33.15
Delaware,DE,10,1979,6.18,115.35,41.09,35.2
Delaware,DE,10,1980,15.87,133.65,47.61,40.79
Delaware,DE,10,1981,8.5,145.01,51.66,44.25
Delaware,DE,10,1982,2.41,148.51,52.9,45.32
Delaware,DE,10,1983,4.68,155.46,55.38,47.44
Delaware,DE,10,1984,9.11,169.62,60.42,51.76
Delaware,DE,10,1985,7.37,182.12,64.88,55.58
Delaware,DE,10,1986,9.77,199.92,71.22,61.01
Delaware,DE,10,1987,11.13,222.17,79.14,67.8
Delaware,DE,10,1988,12.35,249.61,88.92,76.18
Delaware,DE,10,1989,9.62,273.62,97.47,83.5
Delaware,DE,10,1990,2.6,280.72,100,85.67
Delaware,DE,10,1991,1.34,284.48,101.34,86.82
Delaware,DE,10,1992,0.45,285.76,101.79,87.21
Delaware,DE,10,1993,-0.3,284.91,101.49,86.95
Delaware,DE,10,1994,-1.22,281.44,100.26,85.89
Delaware,DE,10,1995,0.06,281.61,100.31,85.94
Delaware,DE,10,1996,1.71,286.41,102.03,87.41
Delaware,DE,10,1997,1.35,290.29,103.41,88.59
Delaware,DE,10,1998,2.62,297.91,106.12,90.92
Delaware,DE,10,1999,3.49,308.29,109.82,94.09
Delaware,DE,10,2000,6.29,327.68,116.73,100
Delaware,DE,10,2001,6.97,350.5,124.86,106.97
Delaware,DE,10,2002,6.97,374.93,133.56,114.42
Delaware,DE,10,2003,6.53,399.4,142.27,121.89
Delaware,DE,10,2004,12.87,450.79,160.58,137.57
Delaware,DE,10,2005,15.82,522.12,185.99,159.34
Delaware,DE,10,2006,8.83,568.22,202.41,173.41
Delaware,DE,10,2007,2.68,583.43,207.83,178.05
Delaware,DE,10,2008,-2.94,566.25,201.71,172.81
Delaware,DE,10,2009,-6.58,528.97,188.43,161.43
Delaware,DE,10,2010,-4.68,504.21,179.61,153.88
Delaware,DE,10,2011,-5.53,476.31,169.67,145.36
Delaware,DE,10,2012,-2.91,462.46,164.74,141.13
Delaware,DE,10,2013,0.81,466.23,166.08,142.28
Delaware,DE,10,2014,2.39,477.39,170.06,145.69
Delaware,DE,10,2015,2.33,488.52,174.02,149.09
Delaware,DE,10,2016,1.96,498.08,177.43,152
Delaware,DE,10,2017,2.11,508.61,181.18,155.22
Delaware,DE,10,2018,3.93,528.62,188.31,161.32
Delaware,DE,10,2019,3.3,546.08,194.53,166.65
Delaware,DE,10,2020,3.34,564.34,201.03,172.23
Delaware,DE,10,2021,10.68,624.62,222.5,190.62
Delaware,DE,10,2022,13.65,709.86,252.87,216.64
District of Columbia,DC,11,1975,,100,29.25,22.45
District of Columbia,DC,11,1976,10.41,110.41,32.3,24.79
District of Columbia,DC,11,1977,12.62,124.34,36.37,27.92
District of Columbia,DC,11,1978,15.6,143.73,42.05,32.27
District of Columbia,DC,11,1979,17.99,169.59,49.61,38.08
District of Columbia,DC,11,1980,6.84,181.19,53,40.68
District of Columbia,DC,11,1981,-1.58,178.32,52.16,40.04
District of Columbia,DC,11,1982,-5.67,168.2,49.2,37.77
District of Columbia,DC,11,1983,8.99,183.33,53.63,41.16
District of Columbia,DC,11,1984,6.84,195.86,57.3,43.98
District of Columbia,DC,11,1985,5.4,206.43,60.39,46.35
District of Columbia,DC,11,1986,8.19,223.35,65.34,50.15
District of Columbia,DC,11,1987,11.23,248.43,72.68,55.78
District of Columbia,DC,11,1988,18.15,293.53,85.87,65.9
District of Columbia,DC,11,1989,12.29,329.61,96.42,74
District of Columbia,DC,11,1990,3.71,341.84,100,76.75
District of Columbia,DC,11,1991,0.36,343.05,100.36,77.02
District of Columbia,DC,11,1992,2.12,350.31,102.48,78.65
District of Columbia,DC,11,1993,-1.48,345.12,100.96,77.49
District of Columbia,DC,11,1994,-0.66,342.84,100.29,76.98
District of Columbia,DC,11,1995,-1.44,337.91,98.85,75.87
District of Columbia,DC,11,1996,2.29,345.65,101.12,77.61
District of Columbia,DC,11,1997,0.05,345.83,101.17,77.65
District of Columbia,DC,11,1998,4.77,362.34,106,81.35
District of Columbia,DC,11,1999,7.42,389.23,113.86,87.39
District of Columbia,DC,11,2000,14.43,445.38,130.29,100
District of Columbia,DC,11,2001,14.14,508.37,148.72,114.14
District of Columbia,DC,11,2002,12.82,573.55,167.78,128.78
District of Columbia,DC,11,2003,9.5,628.02,183.72,141.01
District of Columbia,DC,11,2004,16.45,731.33,213.94,164.2
District of Columbia,DC,11,2005,22.8,898.08,262.72,201.64
District of Columbia,DC,11,2006,11.57,1001.99,293.12,224.97
District of Columbia,DC,11,2007,2.78,1029.87,301.28,231.23
District of Columbia,DC,11,2008,-4.92,979.15,286.44,219.84
District of Columbia,DC,11,2009,-5.21,928.12,271.51,208.39
District of Columbia,DC,11,2010,0.12,929.21,271.83,208.63
District of Columbia,DC,11,2011,0.98,938.31,274.49,210.68
District of Columbia,DC,11,2012,3.12,967.56,283.05,217.24
District of Columbia,DC,11,2013,6.74,1032.8,302.13,231.89
District of Columbia,DC,11,2014,8.93,1125.07,329.13,252.61
District of Columbia,DC,11,2015,5.87,1191.11,348.44,267.43
District of Columbia,DC,11,2016,6.69,1270.76,371.74,285.32
District of Columbia,DC,11,2017,5.01,1334.41,390.36,299.61
District of Columbia,DC,11,2018,4.79,1398.28,409.05,313.95
District of Columbia,DC,11,2019,3.82,1451.7,424.67,325.94
District of Columbia,DC,11,2020,2.15,1482.84,433.78,332.93
District of Columbia,DC,11,2021,6.87,1584.75,463.6,355.82
District of Columbia,DC,11,2022,8.02,1711.91,500.8,384.37
Florida,FL,12,1975,,100,48.1,35.73
Florida,FL,12,1976,-1.89,98.11,47.19,35.06
Florida,FL,12,1977,4.35,102.38,49.25,36.59
Florida,FL,12,1978,10.65,113.29,54.49,40.48
Florida,FL,12,1979,13.03,128.05,61.59,45.76
Florida,FL,12,1980,11.86,143.24,68.9,51.19
Florida,FL,12,1981,5.52,151.15,72.7,54.01
Florida,FL,12,1982,-0.19,150.86,72.56,53.91
Florida,FL,12,1983,13.3,170.92,82.21,61.08
Florida,FL,12,1984,2.48,175.16,84.25,62.59
Florida,FL,12,1985,1.19,177.24,85.25,63.34
Florida,FL,12,1986,3.7,183.8,88.41,65.68
Florida,FL,12,1987,2.5,188.4,90.62,67.33
Florida,FL,12,1988,4.3,196.51,94.52,70.22
Florida,FL,12,1989,4.07,204.51,98.37,73.08
Florida,FL,12,1990,1.65,207.9,100,74.29
Florida,FL,12,1991,1.51,211.03,101.51,75.41
Florida,FL,12,1992,2.28,215.85,103.83,77.13
Florida,FL,12,1993,1.89,219.94,105.79,78.59
Florida,FL,12,1994,0.92,221.96,106.77,79.32
Florida,FL,12,1995,2.71,227.97,109.66,81.46
Florida,FL,12,1996,2.53,233.73,112.43,83.52
Florida,FL,12,1997,2.95,240.63,115.75,85.99
Florida,FL,12,1998,4.16,250.65,120.57,89.57
Florida,FL,12,1999,3.65,259.81,124.97,92.84
Florida,FL,12,2000,7.71,279.84,134.61,100
Florida,FL,12,2001,9.58,306.65,147.5,109.58
Florida,FL,12,2002,9.1,334.55,160.92,119.55
Florida,FL,12,2003,8.29,362.27,174.26,129.46
Florida,FL,12,2004,15.54,418.58,201.34,149.58
Florida,FL,12,2005,24.9,522.79,251.47,186.82
Florida,FL,12,2006,15.73,605.01,291.01,216.2
Florida,FL,12,2007,-2.15,592.02,284.77,211.56
Florida,FL,12,2008,-15.19,502.08,241.51,179.42
Florida,FL,12,2009,-17.67,413.37,198.83,147.72
Florida,FL,12,2010,-9.64,373.53,179.67,133.48
Florida,FL,12,2011,-6.87,347.86,167.33,124.31
Florida,FL,12,2012,-0.9,344.72,165.82,123.19
Florida,FL,12,2013,7.4,370.22,178.08,132.3
Florida,FL,12,2014,10.45,408.91,196.69,146.12
Florida,FL,12,2015,8.8,444.89,214,158.98
Florida,FL,12,2016,9.16,485.63,233.59,173.54
Florida,FL,12,2017,8.35,526.2,253.11,188.04
Florida,FL,12,2018,7.96,568.1,273.26,203.01
Florida,FL,12,2019,5.56,599.69,288.45,214.3
Florida,FL,12,2020,5.22,630.99,303.51,225.48
Florida,FL,12,2021,15.12,726.41,349.41,259.58
